id,page,tier,negative,block,refs,title,given,when,then,section,source_line,form
QA-DC-8,order-detail,ADMIN,True,DC,[E-89],[G-8] [BR-27] [BR-43] [E-88] [E-89] — actor-type and timestamp fidelity survive. · NEGATIVE [ADMIN],**,,"Then every event carries actor_type ∈ {human, agent, system} and the three are distinguishable in every query — they are never collapsed into one ""user"" field And every event stores occurred_at in UTC plus a display_timezone And an event whose actor was later removed from the user directory still renders that actor's historical display name in the Actor Log — never Unknown, never blank And with the browser set to a timezone other than the warehouse's, the Actor Log, the comment timestamps and the hub times render warehouse local — the browser zone changes nothing** on this page · NEGATIVE [E-89]; the SGT-suffixed fields render as printed and TRACKING HISTORY still shows both Time (local) and UTC §3.0.3.",QA-DC — Data-capture sweeps,2181,prose
QA-DC-9,order-detail,ADMIN,False,DC,[E-10];[E-25];[E-70],[G-9] [BR-32] [BR-47] [DC-9] [DC-36] [E-70] — guards and suppressions are measurable. [ADMIN],**,"When I trigger each guard once, in this order (cancel-order with inbounded lines, add-line after outbound, delete an inbounded line, cancel-inbound after outbound, outbound from on-hold, outbound with 0 lines, print with no label, print on a cancelled order)","Then eight order.action_rejected events persist (DC-9), carrying, in that order, the reason codes inbounded_lines_present, order_outbounded, line_inbounded, order_outbounded, hold_blocks_outbound, no_lines, no_label, order_cancelled — seven distinct codes across eight events, every one drawn from the §5.1 enum (order_outbounded legitimately appears twice: add-line-after-outbound [E-25] and cancel-inbound-after-outbound [E-10] are the same rejection cause. Do not assert eight distinct codes; if the owner later wants them separable, that is a change to the DC-9 enum in §5.1 plus [E-10] and [E-25], not to this scenario.) And after a double-click on any mutating control, action.idempotency_suppressed persists with suppressed_action, idempotency_key, original_event_id and delta_ms (DC-36) — the double-click fix is provable from data, not asserted And a replayed request arriving after** the dedupe window has expired is processed as a new, genuine action rather than suppressed, and its delta_ms on the earlier DC-36 is what makes the window tunable [E-70] · NEGATIVE.",QA-DC — Data-capture sweeps,2187,prose
QA-L1-01,ready-to-outbound,WF,False,L1,,[WF] — Default selection state is exactly three Inventory rows,Given the page is loaded in view All. **,When no interaction has occurred.,"Then .tbl tbody tr[data-view]:not(.crow) contains 5 rows; the checkboxes in rows 422221, 422176, 422165 are checked; the checkboxes in rows MKT-40233 and 422164 are not** checked; .bulkbar .cnt textContent equals 3 selected.",8.1 QA-L1 — Selection model and counts [L-1],1023,prose
QA-L1-02,ready-to-outbound,WF,False,L1,,[WF] — The three bulk button labels carry the selection counts,Given the default state. **,When the three .bulkbar button elements are read in document order.,"Then** their textContents equal exactly 🖨 Print Pick Locations (3 orders · 8 items), 🖨 Bulk Print Labels (3 orders), 📦 Bulk Outbound (3 orders).",8.1 QA-L1 — Selection model and counts [L-1],1028,prose
QA-L1-03,ready-to-outbound,WF,False,L1,[BR-16];[E-13];[L-13];[L-2],[WF] — The item count reconciles with the visible badges,Given the default state. **,When the Total Items badges of the three checked rows are summed (5 + 1 + 2).,"Then the sum is 8, which equals the 8 items in the [L-2] label (§3.13 invariant (a), unconditional) and** the 8 units total in the M1 header — the latter only because all three default-selected orders are fully inbounded, which is invariant (b)'s equality case. Selecting MKT-40233 as well would make {items} 11 and {units} 10, and that divergence is correct, not a failure [BR-16] [L-13] [E-13].",8.1 QA-L1 — Selection model and counts [L-1],1033,prose
QA-L1-04,ready-to-outbound,WF,True,L1,,[WF] · negative — Two select-all controls exist and neither is wired,Given the default state. **,"When the Select all checkbox in .bulkbar is clicked, and then the header-cell checkbox .tbl thead input[type=checkbox] is clicked.","Then** the five row checkboxes are unchanged, .bulkbar .cnt still reads 3 selected, and the three button labels are unchanged. This documents wireframe defect [RTO-WFX-1]; the real-admin behavior is asserted by QA-L1-05…09.",8.1 QA-L1 — Selection model and counts [L-1],1038,prose
QA-L1-05,ready-to-outbound,ADMIN,False,L1,,[ADMIN] — Select all applies to visible rows only and syncs both controls,Given the real admin with view tab Marketing active and one MKT order visible. **,When Select all is clicked.,Then exactly the visible MKT order is selected; the header checkbox renders checked; switching to All shows every other row unselected**; the button labels read (1 orders …) [PD-38 · OWNER-PENDING].,8.1 QA-L1 — Selection model and counts [L-1],1043,prose
QA-L1-06,ready-to-outbound,ADMIN,False,L1,[E-2],[ADMIN] — Per-order selection persists across tab switches,Given three Inventory rows selected on the All tab. **,"When the operator switches to JIT, then back to All.",Then** the same three orders are still selected and the counts are unchanged [E-2].,8.1 QA-L1 — Selection model and counts [L-1],1048,prose
QA-L1-07,ready-to-outbound,ADMIN,True,L1,[BR-17];[E-50],"[ADMIN] · negative — Indeterminate select-all adds, never removes","Given the Inventory tab with 1 of its 3 rows selected, so Select all renders indeterminate. **","When Select all is clicked once. When it is clicked a second time, then** all 3 visible rows clear while any selection on other tabs remains [E-50] [BR-17].",Then all 3 visible rows are selected — the already-selected row is not deselected.,8.1 QA-L1 — Selection model and counts [L-1],1053,prose
QA-L1-08,ready-to-outbound,ADMIN,True,L1,[E-1],[ADMIN] · negative — Zero selection disables all three bulk buttons,Given the real admin with no rows selected. **,When the bulk bar is read and each bulk button is clicked.,"Then all three buttons expose a disabled state; labels read (0 orders · 0 items) / (0 orders) / (0 orders); .cnt reads 0 selected; no progress starts, no toast appears, no sound plays, and no** request is sent [E-1].",8.1 QA-L1 — Selection model and counts [L-1],1058,prose
QA-L1-09,ready-to-outbound,ADMIN,True,L1,[E-51];[E-7],[ADMIN] · negative — A selected order that leaves the pool is not silently dropped,Given three orders selected and one of them cancelled on Order Detail by another operator. **,When the operator switches view tabs and returns without pressing Refresh.,"Then** the row is still rendered and still selected, and the count still reads 3 selected; the order is only removed when Refresh runs or the batch rejects it [E-51] [E-7].",8.1 QA-L1 — Selection model and counts [L-1],1063,prose
QA-L2-01,ready-to-outbound,WF,False,L2,,[WF] — The bulk-bar button opens M1,Given the default state and #m-pick without class open. **,When the button labeled 🖨 Print Pick Locations (3 orders · 8 items) is clicked.,Then** #m-pick gains class open and is visible.,8.2 QA-L2 — Print Pick Locations entry point [L-2],1072,prose
QA-L2-02,ready-to-outbound,WF,True,L2,[BR-34],[WF] · negative — Opening M1 starts no batch and shows no toast,"Given a fresh load, so document.getElementById('pfill').style.width === '' and #toast has display:none. **",When 🖨 Print Pick Locations (3 orders · 8 items) is clicked and 2 s elapse.,"Then** #pfill.style.width is still '', #pbarLabel.childNodes[0].textContent still equals Bulk Print Labels in progress — 3/5 (60%) · No refresh · selection kept · toast on completion, and #toast is still display:none. Opening the modal must never print and never toast [BR-34].",8.2 QA-L2 — Print Pick Locations entry point [L-2],1077,prose
QA-L2-03,ready-to-outbound,WF,False,L2,,[WF] — Both wf-bar demo buttons reach the same modal,Given the default state. **,"When Modal: Print Pick Locations (Picking List) is clicked, the modal is closed with ✕, and Modal: Print Pick Locations is clicked.",Then** #m-pick opens both times. Documents duplicate demo chrome [RTO-WFX-2]; only one entry point ships in the admin.,8.2 QA-L2 — Print Pick Locations entry point [L-2],1082,prose
QA-L2-04,ready-to-outbound,ADMIN,True,L2,[E-1];[E-25],[ADMIN] · negative — Disabled at zero selection,Given no rows selected. **,When the Print Pick Locations button is clicked.,Then** the modal does not open [E-25] [E-1].,8.2 QA-L2 — Print Pick Locations entry point [L-2],1087,prose
QA-L2-05,ready-to-outbound,ADMIN,True,L2,[DC-5],[ADMIN] · negative — The entry button never prints,Given any non-zero selection. **,When 🖨 Print Pick Locations is clicked.,Then** no pickinglist.printed [DC-5] event is created and no print job is queued. Printing occurs only from the modal's own 🖨 Print (QA-M1-11).,8.2 QA-L2 — Print Pick Locations entry point [L-2],1092,prose
QA-M1-01,ready-to-outbound,WF,False,M1,[BR-21];[L-13];[L-2],[WF] — Header totals,Given M1 is open. **,When the header's first text node is read (per §8.0).,"Then it equals exactly Print Pick Locations — Picking List (3 orders selected · 4 SKUs · 8 units total), and the three numbers reconcile: 8 equals the sum of the selected rows' Total Items badges (5 + 1 + 2) and equals the 8 items in the [L-2] button label — an equality that holds here because every default-selected order is fully inbounded (§3.13 invariant (b)); 4 SKUs is the distinct-SKU count of product** lines; since the WF-9 fix the table also carries a sample-set row, so {skus} no longer coincides with the row count and must never be recomputed from it §3.15 [L-13] [BR-21].",8.3 QA-M1 — Picking List modal [L-M1],1101,prose
QA-M1-02,ready-to-outbound,WF,False,M1,,[WF] — Column set,**,,"Then** #m-pick .picktbl thead th textContents are, in order, Location, SKU, Product, Qty, Order.",8.3 QA-M1 — Picking List modal [L-M1],1106,prose
QA-M1-03,ready-to-outbound,WF,False,M1,[BR-21];[BR-7];[G-13],"[WF] — Row count, location-ascending sort, and the trailing sample row",**,,"Then #m-pick .picktbl tbody tr has exactly 5 rows: four product rows whose first-column values, in document order, are A-02-13, A-03-02, B-01-07, B-02-11 — strictly ascending [BR-7] — followed by the sample-set row, whose first cell is a .locpill reading Sample rather than a location code. And the sample row is last* and is excluded from the location ordering: it carries no location, so it cannot participate in the ascending sort [G-13] [BR-21]. (Re-baselined 2026-08-03: WF-9 added the sample line; before that this scenario asserted 4 rows.)*",8.3 QA-M1 — Picking List modal [L-M1],1109,prose
QA-M1-04,ready-to-outbound,WF,False,M1,[BR-21];[G-13],[WF] — SKU column values,**,,"Then** the second-column values of the four product rows, in document order, are 100039958, 100039420, 100035912, 100013286, and each matches the .skupill of the corresponding main-table item line; the fifth (sample) row's SKU cell reads —, because v1 assigns no SKU to the sample set [G-13] [BR-21].",8.3 QA-M1 — Picking List modal [L-M1],1113,prose
QA-M1-05,ready-to-outbound,WF,False,M1,[BR-21];[BR-5];[G-13];[G-6];[PD-51],[WF] — Korean product names and bold multi-unit quantity,**,,"Then** row 2 Product equals 마데카 크림 타이트닝, row 3 equals 세라마이드 아토 컨센트레이트 크림, row 4 equals 마데카 크림 타임 리버스; row 1 Qty is 5 rendered inside a <b> element and its Order cell reads 422221; rows 2–4 Qty are 1 and not bold [G-6] [BR-5]; row 5 Product reads exactly sample set — no sample type and no per-type quantity — and its Qty reads ×1 inside a <b> element [G-13] [PD-51] [BR-21].",8.3 QA-M1 — Picking List modal [L-M1],1116,prose
QA-M1-06,ready-to-outbound,WF,False,M1,[BR-21];[BR-7],[WF] — Order column values,**,,"Then the fifth-column values, in document order, are 422221, 422165, 422176, 422165, 422165 — i.e. the list is ordered by location, not** grouped by order [BR-7]; the trailing 422165 is the sample-set row, which names the order its sample belongs to [BR-21].",8.3 QA-M1 — Picking List modal [L-M1],1119,prose
QA-M1-07,ready-to-outbound,WF,True,M1,[BR-19];[E-14];[G-13],"[WF] · negative — One row per order × SKU, no merge",**,,"Then the two product rows whose Order is 422165 (A-03-02 and B-02-11) are separate; there is no row that aggregates a SKU across two orders, and no Order cell contains more than one order number [BR-19] [E-14]. The third row naming 422165 is the sample-set row and is not a product line — exactly one sample row exists for that order, never one per product line [G-13]. · [ADMIN] rider — the {skus} divergence this creates: when two selected orders need the same** SKU, the picking table gains two rows while the header's {skus} stays at the distinct-SKU count, so {skus} < row count. The header must not be recomputed from the row count §3.15 [E-14].",8.3 QA-M1 — Picking List modal [L-M1],1122,prose
